stage,step,action,reward,state,state_name,exploration,delta,delta_bb,delta_time,best_state
1,752,2,3.1e-05,1,,,-0.000112,-0.00011,-0.000114,1
1,754,2,2e-06,0,,,-1.2e-05,8e-06,-3.2e-05,0
1,756,0,0.0,0,,,1.9e-05,2.4e-05,1.4e-05,0
1,758,0,0.000563,1,,,-0.000367,-0.000411,-0.000322,1
1,760,0,0.002489,3,,,-0.001673,-0.001607,-0.001739,3
1,762,0,0.000608,3,,,-0.000378,-0.000517,-0.000239,3
1,764,0,0.0,2,,,0.000258,0.000368,0.000148,2
1,766,0,0.0,0,,,1.7e-05,1.5e-05,1.9e-05,0
1,768,1,1.2e-05,1,,,-3e-05,-2.1e-05,-3.9e-05,1
1,770,1,5.1e-05,3,,,-0.000117,-0.00014,-9.4e-05,3
1,772,1,0.000205,3,,,-0.000463,-0.000607,-0.000319,3
1,774,1,4.4e-05,3,,,-9.8e-05,-0.000143,-5.2e-05,3
1,776,1,0.0,2,,,5.9e-05,7.8e-05,4e-05,2
1,778,1,6.5e-05,2,,,-0.000149,-0.000183,-0.000115,2
1,780,1,3.5e-05,2,,,-7.9e-05,-9.9e-05,-5.9e-05,2
1,782,1,2.2e-05,3,,,-5.2e-05,-5.7e-05,-4.7e-05,3
1,784,1,0.0,2,,,7e-05,0.000112,2.8e-05,2
1,786,1,7.3e-05,3,,,-0.000165,-0.000218,-0.000113,3
1,788,1,4.8e-05,3,,,-0.00011,-0.000138,-8.1e-05,3
1,790,1,0.000104,3,,,-0.000245,-0.000267,-0.000224,3
1,792,1,0.0,2,,,2e-05,1.5e-05,2.5e-05,2
1,794,1,1e-06,1,,,-2e-06,1e-06,-5e-06,1
1,796,1,0.00017,3,,,-0.000455,-0.000224,-0.000687,3
1,798,1,0.000109,3,,,-0.000251,-0.00031,-0.000191,3
1,800,1,8.4e-05,3,,,-0.000208,-0.000168,-0.000249,3
1,802,1,1e-05,3,,,-2.5e-05,-2.2e-05,-2.8e-05,3
1,804,1,0.0,1,,,0.000101,0.000141,6.1e-05,1
1,806,2,6e-06,0,,,-2.5e-05,-0.0,-4.9e-05,0
1,808,0,3.4e-05,1,,,-2.1e-05,-2.9e-05,-1.3e-05,1
1,810,1,0.000121,1,,,-0.000302,-0.000243,-0.000361,1
1,812,1,7.7e-05,3,,,-0.000181,-0.000204,-0.000158,3
1,814,1,0.0,2,,,4e-06,1e-06,7e-06,2
1,816,1,0.0,0,,,5.3e-05,1.7e-05,8.8e-05,1
1,818,2,0.0,0,,,0.000314,0.000351,0.000277,1
1,820,3,0.000266,3,,,-0.000496,-0.000231,-0.00076,3
1,822,3,0.0,2,,,3.9e-05,2.4e-05,5.4e-05,2
1,824,3,0.000511,3,,,-0.000824,-0.000965,-0.000683,3
1,826,3,0.0,1,,,9e-05,8.6e-05,9.5e-05,1
1,828,3,2.8e-05,3,,,-4.7e-05,-4.2e-05,-5.2e-05,3
1,830,3,2.1e-05,3,,,-3.5e-05,-3.7e-05,-3.3e-05,3
1,832,3,0.0,1,,,-1e-06,0.0,-2e-06,1
1,834,3,0.0,1,,,0.000736,0.000989,0.000482,1
1,836,0,0.0,0,,,0.000313,0.000323,0.000302,0
1,838,3,0.00012,2,,,-0.000206,-0.000171,-0.000242,2
1,840,3,0.000105,3,,,-0.000161,-0.000229,-9.4e-05,3
1,842,3,2.4e-05,3,,,-3.7e-05,-5.2e-05,-2.1e-05,3
1,844,3,0.000161,3,,,-0.000263,-0.000291,-0.000235,3
1,846,3,5.7e-05,3,,,-9.6e-05,-9.3e-05,-9.8e-05,3
1,848,0,0.000254,2,,,-0.000157,-0.000219,-9.5e-05,2
1,850,0,0.0,2,,,0.000278,0.00029,0.000266,2
1,852,2,5.7e-05,1,,,-0.00021,-0.000187,-0.000233,2
1,854,3,0.0,2,,,1.6e-05,3.2e-05,1e-06,2
1,856,2,1.9e-05,2,,,-6.4e-05,-8.1e-05,-4.8e-05,2
1,858,2,2.9e-05,2,,,-0.0001,-0.000124,-7.6e-05,2
1,860,3,3e-06,0,,,-5e-06,-8e-06,-2e-06,1
1,862,0,0.0,1,,,1.7e-05,-2.4e-05,5.9e-05,1
1,864,2,6.7e-05,3,,,-0.000286,-5.5e-05,-0.000518,3
1,866,2,9e-06,1,,,-3.1e-05,-4e-05,-2.2e-05,1
1,868,2,0.0,0,,,2.7e-05,1.8e-05,3.7e-05,0
1,870,0,0.0,0,,,0.000101,0.000138,6.5e-05,0
1,872,3,0.000103,1,,,-0.000173,-0.000163,-0.000183,1
1,874,3,0.000132,3,,,-0.00022,-0.000222,-0.000219,3
1,876,3,2.6e-05,3,,,-4.4e-05,-3.9e-05,-4.8e-05,3
1,878,3,2.1e-05,3,,,-3.9e-05,-2.2e-05,-5.6e-05,3
1,880,3,7.1e-05,3,,,-0.000112,-0.000147,-7.7e-05,3
1,882,3,0.0,2,,,2.3e-05,2.8e-05,1.7e-05,2
1,884,0,0.000216,1,,,-0.000158,-8.6e-05,-0.000231,3
1,886,3,6.7e-05,3,,,-0.000125,-5.4e-05,-0.000196,3
1,888,3,0.0,2,,,4.4e-05,4.4e-05,4.4e-05,2
1,890,3,2e-06,2,,,-3e-06,-8e-06,2e-06,2
1,892,3,0.00026,3,,,-0.000421,-0.00048,-0.000363,3
1,894,3,2.9e-05,3,,,-4.6e-05,-6e-05,-3.2e-05,3
1,896,3,3.1e-05,3,,,-6e-05,-2.3e-05,-9.7e-05,3
1,898,3,0.0,2,,,7e-06,9e-06,4e-06,2
1,900,0,0.0,0,,,0.000153,0.000242,6.4e-05,1
1,902,1,0.0,0,,,0.0,nan,nan,1
1,904,2,1e-06,0,,,-1e-06,-8e-06,7e-06,0
1,906,2,1e-05,1,,,-3.7e-05,-2.7e-05,-4.8e-05,1
1,908,1,2.5e-05,1,,,-5.4e-05,-8.6e-05,-2.3e-05,1
1,910,1,1e-06,1,,,-2e-06,-2e-06,-2e-06,1
1,912,1,3e-06,1,,,-6e-06,-8e-06,-4e-06,1
1,914,1,0.000104,2,,,-0.000233,-0.000311,-0.000156,2
1,916,1,3e-06,2,,,-1e-05,2e-06,-2.2e-05,2
1,918,1,1.5e-05,3,,,-2.8e-05,-7e-05,1.4e-05,3
1,920,1,0.00013,3,,,-0.000325,-0.00026,-0.00039,3
1,922,1,1.6e-05,3,,,-3.4e-05,-5.4e-05,-1.4e-05,3
1,924,1,1.4e-05,3,,,-3.7e-05,-2.7e-05,-4.6e-05,3
1,926,1,0.0,2,,,2.1e-05,8e-06,3.4e-05,2
1,928,1,0.0004,2,,,-0.001075,-0.0005,-0.00165,2
1,930,2,5e-06,0,,,-1.9e-05,-1.2e-05,-2.6e-05,1
1,932,1,1.7e-05,2,,,-4.2e-05,-3.4e-05,-5.1e-05,2
1,934,1,0.000105,2,,,-0.000244,-0.000283,-0.000204,2
1,936,2,9e-06,0,,,-3.5e-05,-2.6e-05,-4.4e-05,1
1,938,1,0.0,1,,,1.4e-05,1.4e-05,1.4e-05,1
1,940,3,0.0,0,,,2e-06,0.0,5e-06,0
1,942,2,3e-06,0,,,-1e-05,-1.6e-05,-4e-06,0
1,944,3,0.0,0,,,0.000218,0.000424,1.1e-05,0
1,946,3,0.000295,1,,,-0.000477,-0.00055,-0.000403,1
1,948,3,0.0,1,,,7.6e-05,0.00011,4.2e-05,1
1,950,3,1.8e-05,2,,,-2.9e-05,-3.6e-05,-2.2e-05,2
1,952,3,0.000236,2,,,-0.000383,-0.000434,-0.000332,2
1,954,3,0.0,2,,,7.6e-05,-0.000158,0.00031,2
1,956,3,6e-05,2,,,-9.4e-05,-0.000123,-6.5e-05,2
1,958,3,6.3e-05,3,,,-0.000102,-0.000121,-8.2e-05,3
1,960,3,0.0,1,,,0.000206,0.000286,0.000127,1
1,962,3,9.6e-05,1,,,-0.000174,-0.000108,-0.000241,1
1,964,3,0.0,1,,,0.000123,0.000207,4e-05,1
1,966,3,0.000574,1,,,-0.001017,-0.000712,-0.001323,1
1,968,0,0.0,0,,,0.000115,0.000134,9.5e-05,0
1,970,3,0.0,0,,,0.0,0.0,1e-06,0
1,972,1,3.7e-05,1,,,-7.9e-05,-0.000122,-3.7e-05,1
1,974,1,0.0,1,,,2.5e-05,1.8e-05,3.1e-05,1
1,976,1,0.000141,3,,,-0.000344,-0.000317,-0.000371,3
1,978,1,9.6e-05,3,,,-0.00023,-0.000235,-0.000225,3
1,980,1,0.0,2,,,3.8e-05,4.8e-05,2.8e-05,2
1,982,1,0.0,2,,,5e-06,7e-06,3e-06,2
1,984,0,0.0,0,,,0.000473,0.000463,0.000483,2
1,986,1,2.2e-05,2,,,-5.8e-05,-3.3e-05,-8.2e-05,2
1,988,1,0.0,1,,,5.8e-05,6.3e-05,5.2e-05,1
1,990,1,3.6e-05,3,,,-8.2e-05,-0.000109,-5.5e-05,3
1,992,3,1.9e-05,1,,,-3e-05,-4e-05,-2e-05,3
1,994,1,7e-06,2,,,-1.8e-05,-1.5e-05,-2.1e-05,2
1,996,1,0.000114,3,,,-0.000263,-0.00032,-0.000206,3
1,998,1,1.9e-05,3,,,-4.2e-05,-5.7e-05,-2.7e-05,3
1,1000,1,5.2e-05,3,,,-0.000123,-0.000136,-0.00011,3
1,1002,1,3.2e-05,3,,,-8.2e-05,-6e-05,-0.000104,3
1,1004,1,4.2e-05,3,,,-9.6e-05,-0.000122,-7.1e-05,3
1,1006,1,1.4e-05,3,,,-3e-05,-4.8e-05,-1.3e-05,3
1,1008,1,3.2e-05,3,,,-7.1e-05,-9.5e-05,-4.8e-05,3
1,1010,3,1.8e-05,3,,,-2.9e-05,-3.6e-05,-2.1e-05,3
1,1012,2,5e-06,0,,,-1.9e-05,-1.1e-05,-2.7e-05,2
1,1014,3,8.6e-05,3,,,-0.000132,-0.000185,-8e-05,3
1,1016,3,0.000323,3,,,-0.000606,-0.000271,-0.000941,3
1,1018,3,1.7e-05,3,,,-2.8e-05,-3e-05,-2.7e-05,3
1,1020,3,0.000122,3,,,-0.000193,-0.000245,-0.00014,3
1,1022,3,9e-06,2,,,-1.6e-05,-1e-05,-2.2e-05,2
1,1024,3,0.0,1,,,1.9e-05,-8.3e-05,0.000122,1
1,1026,2,8e-06,0,,,-3.4e-05,-1.7e-05,-5.1e-05,1
1,1028,1,3e-06,1,,,-1e-05,1e-06,-2e-05,1
1,1030,3,7.6e-05,3,,,-0.000124,-0.000138,-0.000109,3
1,1032,3,0.0,1,,,4.3e-05,4.6e-05,4e-05,1
1,1034,3,5e-06,1,,,-1e-05,-6e-06,-1.3e-05,1
1,1036,1,3.8e-05,2,,,-8.4e-05,-0.000126,-4.1e-05,2
1,1038,1,7.6e-05,2,,,-0.000164,-0.000256,-7.2e-05,2
1,1040,1,0.00011,3,,,-0.000261,-0.000275,-0.000248,3
1,1042,1,6.7e-05,3,,,-0.000159,-0.000169,-0.00015,3
1,1044,1,0.000148,3,,,-0.000345,-0.000396,-0.000294,3
1,1046,1,6e-06,1,,,-1.5e-05,-1.5e-05,-1.5e-05,1
1,1048,1,0.000171,2,,,-0.000376,-0.000546,-0.000205,2
1,1050,1,2.2e-05,2,,,-4.9e-05,-6.4e-05,-3.4e-05,2
1,1052,1,0.000219,3,,,-0.00051,-0.000591,-0.000429,3
1,1054,1,8.2e-05,3,,,-0.000185,-0.000244,-0.000126,3
1,1056,1,0.0,1,,,3.4e-05,8.9e-05,-2.1e-05,1
1,1058,1,0.000165,3,,,-0.000368,-0.000512,-0.000224,3
1,1060,1,3.5e-05,3,,,-7.9e-05,-0.000103,-5.5e-05,3
1,1062,1,0.00011,3,,,-0.000265,-0.000264,-0.000267,3
1,1064,1,0.0,2,,,1.9e-05,1.2e-05,2.5e-05,2
1,1066,3,0.0,0,,,0.000189,0.000292,8.6e-05,3
1,1068,1,0.000113,3,,,-0.000269,-0.000279,-0.000258,3
1,1070,1,4.1e-05,3,,,-9.2e-05,-0.000119,-6.6e-05,3
1,1072,0,8.6e-05,2,,,-5.4e-05,-6.9e-05,-3.9e-05,2
1,1074,0,0.0,2,,,9e-06,1.7e-05,2e-06,2
1,1076,0,0.0,2,,,1.3e-05,5.4e-05,-2.8e-05,2
1,1078,3,6e-06,0,,,-1.2e-05,-5e-06,-2e-05,3
1,1080,1,0.000186,3,,,-0.0005,-0.000224,-0.000777,3
1,1082,0,0.0,1,,,0.000115,7.9e-05,0.00015,2
1,1084,1,3e-06,2,,,-1.6e-05,2.9e-05,-6.1e-05,2
1,1086,1,6e-05,2,,,-0.000132,-0.000195,-6.8e-05,2
1,1088,1,6e-06,2,,,-1.3e-05,-1.5e-05,-1.1e-05,2
1,1090,1,0.0,2,,,0.000691,9.7e-05,0.001285,2
1,1092,1,0.0,2,,,6e-06,-3e-06,1.4e-05,2
1,1094,2,1.1e-05,1,,,-3.9e-05,-4.8e-05,-3e-05,1
1,1096,0,0.0,0,,,0.000153,0.000243,6.3e-05,1
1,1098,1,1.3e-05,3,,,-3.1e-05,-3.5e-05,-2.6e-05,3
1,1100,1,9e-05,3,,,-0.000203,-0.000275,-0.00013,3
1,1102,1,0.0,2,,,3.6e-05,1.9e-05,5.3e-05,2
1,1104,1,1.8e-05,3,,,-4e-05,-5.5e-05,-2.5e-05,3
1,1106,2,0.000124,1,,,-0.000418,-0.000563,-0.000273,2
1,1108,1,0.0,0,,,2e-06,1e-06,3e-06,1
1,1110,1,0.000204,1,,,-0.000528,-0.00033,-0.000727,1
1,1112,1,0.0,1,,,0.000234,0.000242,0.000225,1
1,1114,1,1e-05,3,,,-8e-06,-8.5e-05,6.9e-05,3
1,1116,1,0.0,2,,,4.5e-05,6.5e-05,2.5e-05,2
1,1118,1,0.0,0,,,6e-05,7.4e-05,4.7e-05,0
1,1120,2,3.4e-05,1,,,-0.000119,-0.000139,-9.9e-05,1
1,1122,2,3.2e-05,3,,,-0.000107,-0.000154,-6e-05,3
1,1124,2,9e-06,2,,,-3.4e-05,-3.3e-05,-3.5e-05,2
1,1126,3,5.9e-05,1,,,-9.2e-05,-0.000125,-5.8e-05,3
1,1128,2,0.0,1,,,0.000404,0.000572,0.000237,1
1,1130,3,5.3e-05,2,,,-8.5e-05,-0.000101,-6.9e-05,2
1,1132,3,4.9e-05,3,,,-7.7e-05,-0.000106,-4.8e-05,3
1,1134,3,0.00012,3,,,-0.00019,-0.000243,-0.000137,3
1,1136,3,0.000204,3,,,-0.000359,-0.000269,-0.000448,3
1,1138,3,0.0,2,,,7e-06,6e-06,8e-06,2
1,1140,3,3.5e-05,3,,,-5.5e-05,-7.5e-05,-3.5e-05,3
1,1142,3,1.2e-05,3,,,-1.9e-05,-1.9e-05,-2e-05,3
1,1144,0,0.0,0,,,0.000152,9.6e-05,0.000209,3
1,1146,3,0.000422,3,,,-0.000677,-0.000805,-0.000549,3
1,1148,3,0.0,2,,,4.5e-05,6.7e-05,2.4e-05,2
1,1150,3,0.0,0,,,7.4e-05,-3.5e-05,0.000182,0
1,1152,2,5e-06,0,,,-1.8e-05,-2.3e-05,-1.3e-05,0
1,1154,0,7.2e-05,1,,,-4.5e-05,-5.8e-05,-3.2e-05,1
1,1156,0,0.0,0,,,4.6e-05,6.2e-05,3e-05,0
1,1158,3,0.000351,1,,,-0.000629,-0.000413,-0.000844,1
1,1160,3,7.4e-05,3,,,-0.000119,-0.000138,-0.0001,3
1,1162,3,7e-05,3,,,-0.000143,-7e-06,-0.00028,3
1,1164,3,0.000119,3,,,-0.000228,-8.2e-05,-0.000374,3
1,1166,2,1.4e-05,1,,,-5.7e-05,-2.2e-05,-9.1e-05,2
1,1168,3,0.0,2,,,0.000303,0.000254,0.000352,2
1,1170,2,0.0,0,,,5e-06,3e-06,8e-06,1
1,1172,3,0.000162,2,,,-0.000283,-0.000221,-0.000345,2
1,1174,3,0.000371,3,,,-0.000663,-0.000436,-0.000891,3
1,1176,3,0.0,2,,,9.4e-05,4.4e-05,0.000145,2
1,1178,3,1e-05,3,,,-1.8e-05,-1.1e-05,-2.5e-05,3
1,1180,3,0.0,1,,,0.000116,0.00017,6.2e-05,1
1,1182,3,3e-06,1,,,-6e-06,-3e-06,-8e-06,1
1,1184,3,2.6e-05,3,,,-4.7e-05,-3e-05,-6.4e-05,3
1,1186,3,2e-06,2,,,-5e-06,0.0,-1e-05,2
1,1188,3,2.2e-05,2,,,-4e-05,-2.4e-05,-5.5e-05,2
1,1190,3,0.0,0,,,5e-06,3e-05,-2e-05,0
1,1192,3,0.000102,2,,,-0.000186,-0.000101,-0.000271,2
1,1194,3,0.0,0,,,8e-06,-1.7e-05,3.3e-05,0
1,1196,2,0.0,0,,,1.2e-05,1.9e-05,4e-06,1
1,1198,0,0.0,0,,,0.000297,0.000365,0.000228,0
1,1200,2,3.4e-05,2,,,-0.000111,-0.000165,-5.6e-05,2
1,1202,2,0.0,0,,,8.3e-05,0.000138,2.9e-05,0
1,1204,1,7.9e-05,2,,,-0.000175,-0.000249,-0.000101,2
1,1206,1,1e-06,0,,,-2e-06,0.0,-4e-06,0
1,1208,1,0.000136,2,,,-0.000342,-0.000265,-0.000419,2
1,1210,1,9e-06,2,,,-2e-05,-2.8e-05,-1.1e-05,2
1,1212,1,7e-06,0,,,-1.9e-05,-1e-05,-2.8e-05,0
1,1214,1,0.000154,1,,,-0.000348,-0.000454,-0.000241,1
1,1216,1,7.5e-05,1,,,-0.000169,-0.000225,-0.000113,1
1,1218,3,0.000262,1,,,-0.000453,-0.000368,-0.000539,1
1,1220,1,9e-06,0,,,-2.2e-05,-2.6e-05,-1.8e-05,0
1,1222,3,0.0,0,,,-1e-06,-0.0,-1e-06,0
1,1224,0,0.000224,2,,,-0.000154,-0.000129,-0.000179,2
1,1226,0,1.3e-05,3,,,-8e-06,-1e-05,-6e-06,3
1,1228,0,0.000189,3,,,-0.000117,-0.000163,-7e-05,3
1,1230,0,3e-05,3,,,-2.1e-05,-1.9e-05,-2.2e-05,3
1,1232,0,0.0,2,,,0.000174,0.000191,0.000156,2
1,1234,3,0.0,0,,,0.000262,0.000145,0.00038,1
1,1236,0,8.8e-05,3,,,-4.7e-05,-0.000103,8e-06,3
1,1238,0,0.000202,3,,,-0.000128,-0.000161,-9.5e-05,3
1,1240,0,0.000101,3,,,-6.4e-05,-8.1e-05,-4.7e-05,3
1,1242,0,0.0,2,,,0.000268,0.000228,0.000309,2
1,1244,0,0.0,0,,,0.000551,0.000578,0.000523,0
1,1246,3,0.000102,1,,,-0.000165,-0.00019,-0.00014,1
1,1248,3,0.0,1,,,1.3e-05,9e-06,1.7e-05,1
1,1250,3,0.000107,1,,,-0.000165,-0.000228,-0.000102,1
1,1252,0,0.0,0,,,1.3e-05,1.8e-05,7e-06,1
1,1254,3,0.0,0,,,8.6e-05,9.4e-05,7.8e-05,0
1,1256,1,0.000283,2,,,-0.000686,-0.000656,-0.000715,2
1,1258,1,7.4e-05,3,,,-0.000173,-0.000192,-0.000153,3
1,1260,1,0.0,2,,,1.7e-05,-2e-06,3.5e-05,2
1,1262,1,4e-06,1,,,-1.1e-05,-5e-06,-1.6e-05,1
1,1264,1,0.0,0,,,0.000231,0.000355,0.000106,1
1,1266,2,1.8e-05,1,,,-6.1e-05,-7.9e-05,-4.3e-05,1
1,1268,1,4.3e-05,1,,,-0.000116,-5.9e-05,-0.000172,1
1,1270,1,0.0,1,,,4.2e-05,2.9e-05,5.6e-05,1
1,1272,0,0.000154,1,,,-0.0001,-0.000112,-8.8e-05,1
1,1274,3,0.000106,1,,,-0.000191,-0.00012,-0.000263,1
1,1276,3,0.0,1,,,2e-05,2.4e-05,1.6e-05,1
1,1278,2,9e-06,0,,,-3.3e-05,-2.3e-05,-4.3e-05,0
1,1280,3,6.4e-05,2,,,-0.000106,-0.00011,-0.000103,2
1,1282,3,5.6e-05,3,,,-0.000126,3.5e-05,-0.000286,3
1,1284,3,0.000105,3,,,-0.000209,-4.2e-05,-0.000375,3
1,1286,3,0.000513,3,,,-0.000879,-0.00076,-0.000998,3
1,1288,3,0.0,2,,,6e-06,5e-06,7e-06,2
1,1290,3,0.0,2,,,0.0001,0.000115,8.4e-05,2
1,1292,0,0.0,0,,,3.4e-05,2.4e-05,4.3e-05,3
1,1294,3,0.000207,3,,,-0.000379,-0.000206,-0.000553,3
1,1296,3,1.1e-05,3,,,-2.1e-05,-1e-05,-3.2e-05,3
1,1298,3,0.0,2,,,0.000348,0.000353,0.000343,2
1,1300,2,0.000138,1,,,-0.000554,-0.000271,-0.000836,3
1,1302,3,0.000125,3,,,-0.000198,-0.000251,-0.000146,3
1,1304,3,0.0,2,,,4e-06,7e-06,0.0,2
1,1306,3,7.2e-05,2,,,-0.000115,-0.000139,-9.1e-05,2
1,1308,3,0.000118,3,,,-0.000182,-0.000257,-0.000107,3
1,1310,1,-2e-06,0,,,-0.0,2.6e-05,-2.6e-05,3
1,1312,3,0.00012,3,,,-0.000191,-0.000235,-0.000148,3
1,1314,3,6.9e-05,3,,,-0.000109,-0.000135,-8.4e-05,3
1,1316,3,0.000618,3,,,-0.000963,-0.001294,-0.000633,3
1,1318,3,0.0,1,,,6.8e-05,8.1e-05,5.5e-05,1
1,1320,2,7.9e-05,2,,,-0.000278,-0.000319,-0.000237,2
1,1322,2,1.8e-05,3,,,-6.1e-05,-7.7e-05,-4.5e-05,3
1,1324,2,5.2e-05,3,,,-0.000193,-0.000163,-0.000223,3
1,1326,2,7.8e-05,3,,,-0.000268,-0.000324,-0.000212,3
1,1328,2,0.000163,3,,,-0.000592,-0.000572,-0.000612,3
1,1330,1,0.0,0,,,6e-05,-0.000106,0.000226,2
1,1332,2,3.7e-05,3,,,-0.000131,-0.000146,-0.000116,3
1,1334,2,5e-06,2,,,-1.7e-05,-1.5e-05,-1.9e-05,2
1,1336,2,0.00012,3,,,-0.000456,-0.000338,-0.000574,3
1,1338,2,8e-05,3,,,-0.000271,-0.000351,-0.00019,3
1,1340,2,0.000113,3,,,-0.000395,-0.000458,-0.000331,3
1,1342,2,0.0,1,,,1.2e-05,2.3e-05,1e-06,1
1,1344,2,0.000157,1,,,-0.000539,-0.000678,-0.0004,1
1,1346,0,1e-05,1,,,-7e-06,-6e-06,-8e-06,1
1,1348,0,0.0,0,,,3e-06,0.000188,-0.000182,0
1,1350,2,2e-06,0,,,-7e-06,-1e-06,-1.4e-05,0
1,1352,3,3.1e-05,1,,,-5.6e-05,-3.7e-05,-7.4e-05,1
1,1354,3,3.6e-05,3,,,-5.4e-05,-8.3e-05,-2.5e-05,3
1,1356,3,4e-05,3,,,-7.6e-05,-2.8e-05,-0.000124,3
1,1358,3,0.0,2,,,8e-06,9e-06,7e-06,2
1,1360,3,0.0,2,,,0.0001,0.000105,9.5e-05,2
1,1362,3,0.0,0,,,4e-06,0.0,7e-06,0
1,1364,3,0.000184,1,,,-0.000304,-0.000313,-0.000296,1
1,1366,3,0.000254,3,,,-0.000454,-0.000297,-0.000612,3
1,1368,3,0.0,1,,,6e-06,6.3e-05,-5e-05,1
1,1370,3,0.0,1,,,0.000129,9.9e-05,0.000158,1
1,1372,3,9.1e-05,3,,,-0.000141,-0.000193,-8.9e-05,3
1,1374,3,1.8e-05,3,,,-4.2e-05,1.8e-05,-0.000102,3
1,1376,3,0.0,2,,,4e-05,7.2e-05,8e-06,2
1,1378,3,8.1e-05,2,,,-0.000135,-0.000132,-0.000139,2
1,1380,3,0.0,0,,,3e-06,0.0,5e-06,0
1,1382,2,0.0,0,,,7e-06,9e-06,5e-06,0
1,1384,0,0.00041,1,,,-0.000254,-0.000351,-0.000156,1
1,1386,2,0.0,0,,,-1e-06,-2e-06,-0.0,0
1,1388,3,5.5e-05,2,,,-8.7e-05,-0.000113,-6.2e-05,2
1,1390,0,0.000115,1,,,-7.5e-05,-8.4e-05,-6.6e-05,3
1,1392,3,0.0,1,,,3.1e-05,0.000114,-5.1e-05,1
1,1394,3,0.000194,2,,,-0.000303,-0.000404,-0.000203,2
1,1396,3,0.0,2,,,9.7e-05,0.000169,2.4e-05,2
1,1398,3,0.000119,3,,,-0.000191,-0.000232,-0.00015,3
1,1400,3,0.0,1,,,4e-06,2e-06,7e-06,1
1,1402,3,4e-06,1,,,-8e-06,-4e-06,-1.3e-05,1
1,1404,1,1e-05,1,,,-2.2e-05,-3.5e-05,-1e-05,2
1,1406,3,0.000398,2,,,-0.000648,-0.000729,-0.000567,2
1,1408,3,5.1e-05,2,,,-8.1e-05,-9.7e-05,-6.6e-05,2
1,1410,1,0.000151,2,,,-0.000347,-0.000428,-0.000266,2
1,1412,3,1.9e-05,2,,,-3.2e-05,-3.1e-05,-3.4e-05,2
1,1414,3,0.0,2,,,1e-05,5e-06,1.4e-05,2
1,1416,3,3.7e-05,3,,,-6.2e-05,-6.2e-05,-6.2e-05,3
1,1418,3,0.000413,3,,,-0.000671,-0.000753,-0.000589,3
1,1420,3,9.2e-05,3,,,-0.000153,-0.000159,-0.000147,3
1,1422,3,3e-06,1,,,-7e-06,1e-06,-1.5e-05,1
1,1424,1,0.0,1,,,0.000314,0.000446,0.000182,1
1,1426,3,0.0,1,,,0.000351,0.000384,0.000318,1
1,1428,1,0.0,1,,,1.9e-05,-2.1e-05,6e-05,1
1,1430,1,1.2e-05,3,,,-2.8e-05,-3.4e-05,-2.2e-05,3
1,1432,1,5e-06,2,,,-1.3e-05,-1.1e-05,-1.5e-05,2
1,1434,3,0.0,0,,,8.3e-05,6e-05,0.000106,1
1,1436,2,4e-06,0,,,-1.4e-05,-9e-06,-1.9e-05,1
1,1438,2,1.7e-05,1,,,-5.9e-05,-6.5e-05,-5.2e-05,1
1,1440,0,0.0,0,,,7.3e-05,8.6e-05,5.9e-05,0
1,1442,2,9.4e-05,2,,,-0.00033,-0.00037,-0.000289,2
1,1444,2,0.000233,2,,,-0.000828,-0.000886,-0.000769,2
1,1446,2,0.0,2,,,0.000179,0.000206,0.000152,2
1,1448,2,0.0,2,,,0.000373,0.000202,0.000544,2
1,1450,2,0.00018,2,,,-0.000673,-0.000547,-0.0008,2
1,1452,2,0.0,2,,,0.00075,0.000994,0.000506,2
1,1454,2,1.5e-05,3,,,-8.8e-05,7.3e-05,-0.000248,3
1,1456,1,5e-06,0,,,-1.1e-05,-1.8e-05,-5e-06,2
1,1458,2,1.1e-05,2,,,-3.8e-05,-4e-05,-3.5e-05,2
1,1460,2,0.0,0,,,5e-06,-7e-06,1.7e-05,0
1,1462,1,1.2e-05,2,,,-2.7e-05,-3.7e-05,-1.7e-05,2
1,1464,1,5.3e-05,2,,,-0.000126,-0.000136,-0.000115,2
1,1466,1,4e-06,0,,,-1e-05,-6e-06,-1.4e-05,0
1,1468,1,5e-06,0,,,-1.2e-05,-9e-06,-1.5e-05,0
1,1470,0,0.0,0,,,3.6e-05,4.4e-05,2.8e-05,0
1,1472,1,0.0,0,,,7e-06,1.1e-05,2e-06,0
1,1474,1,3e-05,1,,,-6.7e-05,-9.3e-05,-4.2e-05,1
1,1476,1,8.8e-05,1,,,-0.000192,-0.000291,-9.4e-05,1
1,1478,1,-0.0,0,,,-0.0,1e-06,-1e-06,0
1,1480,1,4e-05,1,,,-9.1e-05,-0.000111,-7.2e-05,1
1,1482,1,0.000132,1,,,-0.0003,-0.000383,-0.000216,1
1,1484,0,0.0,0,,,0.000433,0.000567,0.000299,0
1,1486,3,5.4e-05,2,,,-8.7e-05,-0.000102,-7.3e-05,2
1,1488,3,0.000126,3,,,-0.000193,-0.000281,-0.000106,3
1,1490,3,0.000233,3,,,-0.000369,-0.00047,-0.000267,3
1,1492,2,6.6e-05,1,,,-0.000226,-0.000287,-0.000165,2
1,1494,1,6e-05,1,,,-0.000137,-0.000173,-0.0001,3
1,1496,3,1e-06,2,,,-1e-06,-8e-06,6e-06,2
1,1498,1,0.0,0,,,4e-06,0.0,8e-06,1
