stage,step,action,reward,state,state_name,exploration,delta,delta_bb,delta_time,best_state
1,272826,0,0.0,0,,,0.001737,0.002429,0.001046,0
1,272828,3,0.0,0,,,0.000148,0.000354,-5.7e-05,0
1,272830,3,0.000192,1,,,-0.000295,-0.000421,-0.000168,1
1,272832,1,0.0,0,,,0.000116,0.000125,0.000107,0
1,272834,3,0.0,0,,,0.000121,0.000157,8.5e-05,0
1,272836,0,0.0,0,,,0.000323,0.000442,0.000204,0
1,272838,0,0.0,0,,,0.001074,0.001534,0.000613,0
1,272840,1,0.0,0,,,0.000107,0.000136,7.9e-05,0
1,272842,0,1.1e-05,2,,,-6e-06,-1.1e-05,-1e-06,2
1,272844,0,0.0,0,,,0.002447,0.003211,0.001683,0
1,272846,0,0.0,0,,,0.002278,0.002649,0.001906,0
1,272848,3,0.0,0,,,1e-06,1.4e-05,-1.2e-05,0
1,272850,1,6e-06,0,,,-1.5e-05,-1.6e-05,-1.5e-05,0
1,272852,2,0.0,0,,,2e-06,2e-06,2e-06,0
1,272854,2,0.0,0,,,0.000438,0.000478,0.000399,0
1,272856,2,9e-06,0,,,-3e-05,-4.4e-05,-1.6e-05,0
1,272858,0,0.0,0,,,0.000856,0.001082,0.000631,0
1,272860,3,0.0,0,,,0.000986,0.001044,0.000928,0
1,272862,3,0.0,0,,,0.000117,6e-05,0.000173,0
1,272864,1,3.3e-05,1,,,-8.1e-05,-6.9e-05,-9.4e-05,1
1,272866,3,0.0,0,,,0.002457,0.00327,0.001645,0
1,272868,3,0.0,0,,,0.000665,0.000885,0.000445,0
1,272870,2,1e-06,0,,,-2e-06,0.0,-5e-06,0
1,272872,0,0.0,0,,,0.001216,0.001703,0.00073,0
1,272874,3,0.0,0,,,0.000285,0.000391,0.00018,0
1,272876,2,0.0,0,,,0.000217,0.000302,0.000133,0
1,272878,2,0.0,0,,,0.000357,0.000297,0.000417,0
1,272880,1,0.0,0,,,0.000288,0.000147,0.00043,0
1,272882,2,0.0,0,,,0.00118,0.001429,0.000931,0
1,272884,2,5.7e-05,1,,,-0.000192,-0.000268,-0.000116,1
1,272886,2,0.0,0,,,0.000119,0.000128,0.00011,0
1,272888,2,0.0,0,,,2.2e-05,1.8e-05,2.6e-05,0
1,272890,3,0.0,0,,,0.000236,0.000194,0.000277,0
1,272892,1,0.0,0,,,0.000628,0.000571,0.000684,0
1,272894,2,9e-06,0,,,-4.6e-05,1.9e-05,-0.000111,1
1,272896,3,0.0,0,,,0.000292,0.000324,0.00026,0
1,272898,2,0.0,0,,,0.004156,0.005736,0.002575,0
1,272900,1,1.2e-05,1,,,-3.1e-05,-2.7e-05,-3.5e-05,1
1,272902,2,0.0,0,,,2e-05,2.7e-05,1.4e-05,0
1,272904,1,0.0,0,,,5.3e-05,5.3e-05,5.3e-05,0
1,272906,1,0.0,0,,,0.000148,-4.8e-05,0.000344,0
1,272908,0,0.0,0,,,0.001164,0.001362,0.000967,0
1,272910,0,0.0,0,,,0.000465,0.00063,0.000299,0
1,272912,0,2.5e-05,1,,,-2e-05,-4e-06,-3.5e-05,1
1,272914,0,0.0,0,,,0.000593,0.000733,0.000453,0
1,272916,2,0.0,0,,,4.6e-05,6.8e-05,2.4e-05,0
1,272918,3,0.0,0,,,0.000266,0.000366,0.000166,0
1,272920,0,0.0,0,,,0.000255,0.000271,0.000238,0
1,272922,0,0.0,0,,,1.2e-05,2.1e-05,3e-06,0
1,272924,2,0.0,0,,,0.000141,0.000164,0.000119,0
1,272926,2,0.0,0,,,0.000182,0.000153,0.00021,0
1,272928,1,2.2e-05,1,,,-6e-05,-2.6e-05,-9.4e-05,1
1,272930,1,0.0,0,,,6.6e-05,4e-06,0.000128,0
1,272932,3,0.0,0,,,6.9e-05,9e-05,4.8e-05,0
1,272934,3,0.0,0,,,5e-06,2.8e-05,-1.9e-05,0
1,272936,1,0.0,0,,,0.002175,0.00293,0.00142,0
1,272938,1,3e-06,0,,,-7e-06,-8e-06,-7e-06,0
1,272940,2,0.0,0,,,0.000439,0.000479,0.000398,0
1,272942,3,0.0,0,,,0.000391,0.000504,0.000278,0
1,272944,2,0.0,0,,,0.000379,0.000452,0.000306,0
1,272946,1,0.0,0,,,0.000187,0.000163,0.000211,0
1,272948,2,0.0,0,,,0.000457,0.000561,0.000352,0
1,272950,2,0.0,0,,,0.000169,0.000149,0.00019,0
1,272952,0,0.0,0,,,0.001,0.001337,0.000664,0
1,272954,0,0.0,0,,,0.000937,0.001327,0.000547,0
1,272956,2,0.0,0,,,0.002004,0.001971,0.002037,0
1,272958,0,0.0,0,,,0.001833,0.001474,0.002192,0
1,272960,3,0.0,0,,,-0.0,0.0,-1e-06,0
1,272962,0,0.0,0,,,0.003158,0.004211,0.002105,0
1,272964,0,0.0,0,,,0.000233,0.000217,0.000249,0
1,272966,1,4e-06,0,,,-1.8e-05,1.9e-05,-5.4e-05,0
1,272968,0,0.0,0,,,0.001796,0.002512,0.001079,0
1,272970,2,0.0,0,,,0.000124,8.9e-05,0.000159,0
1,272972,0,0.0,0,,,6.7e-05,4.9e-05,8.6e-05,0
1,272974,0,0.0,0,,,0.001746,0.002203,0.001289,0
1,272976,1,0.0,0,,,0.000105,0.000166,4.4e-05,0
1,272978,1,0.0,0,,,5.5e-05,3.4e-05,7.7e-05,0
1,272980,1,0.0,0,,,3e-06,1e-06,4e-06,0
1,272982,3,1.3e-05,1,,,-2e-05,-2.7e-05,-1.4e-05,1
1,272984,3,0.0,0,,,0.00011,0.000131,8.9e-05,0
1,272986,2,9e-06,0,,,-2.7e-05,-5e-05,-4e-06,0
1,272988,0,0.0,0,,,0.00131,0.001459,0.001161,0
1,272990,2,1.8e-05,2,,,-6.6e-05,-5e-05,-8.3e-05,2
1,272992,2,0.0,0,,,7e-06,-5e-06,1.9e-05,0
1,272994,0,0.0,0,,,7.3e-05,0.000105,4.2e-05,0
1,272996,1,0.0,0,,,3.5e-05,2.8e-05,4.2e-05,0
1,272998,3,0.0,0,,,0.000694,0.001042,0.000346,0
1,273000,0,0.0,0,,,0.004617,0.006285,0.00295,0
1,273002,1,0.0,0,,,5e-06,3.4e-05,-2.4e-05,0
1,273004,1,0.0,0,,,0.000786,0.00027,0.001302,0
1,273006,2,0.0,0,,,0.00082,0.001385,0.000255,0
1,273008,1,0.0,0,,,0.000124,0.000186,6.2e-05,0
1,273010,2,1.5e-05,1,,,-6.1e-05,-3.2e-05,-9.1e-05,1
1,273012,3,0.0,0,,,8.4e-05,7.7e-05,9.2e-05,0
1,273014,2,0.0,0,,,9e-05,0.000139,4e-05,0
1,273016,1,5.3e-05,1,,,-0.000131,-0.000118,-0.000143,1
1,273018,1,0.0,1,,,0.000275,0.000302,0.000249,1
1,273020,1,0.0,0,,,7.1e-05,7.1e-05,7.2e-05,0
1,273022,1,0.0,0,,,0.001319,0.001717,0.000922,0
1,273024,2,0.0,0,,,0.000452,0.000605,0.0003,0
1,273026,1,2.9e-05,2,,,-8.1e-05,-2.2e-05,-0.000141,2
1,273028,1,0.0,2,,,0.00046,0.000266,0.000654,2
1,273030,1,0.0,0,,,2.1e-05,-4.4e-05,8.5e-05,0
1,273032,3,0.0,0,,,0.00017,0.000171,0.000169,0
1,273034,2,0.0,0,,,0.000184,0.000166,0.000202,0
1,273036,2,0.0,0,,,9.2e-05,9.7e-05,8.6e-05,0
1,273038,2,0.0,0,,,0.000106,0.000119,9.4e-05,0
1,273040,2,0.0,0,,,0.00013,0.000103,0.000156,0
1,273042,2,2e-06,0,,,-1.1e-05,2e-06,-2.5e-05,0
1,273044,2,0.0,0,,,8.3e-05,7.7e-05,8.9e-05,0
1,273046,0,9e-06,0,,,-1.4e-05,2.4e-05,-5.1e-05,0
1,273048,3,7.5e-05,1,,,-0.000122,-0.000135,-0.00011,1
1,273050,1,0.0,0,,,0.002945,0.004112,0.001778,0
1,273052,0,0.0,0,,,0.000216,0.00032,0.000112,0
1,273054,1,0.0,0,,,4e-06,3e-06,5e-06,0
1,273056,0,0.0,0,,,0.000151,0.000141,0.000162,0
1,273058,0,0.0,0,,,5.4e-05,4e-06,0.000104,0
1,273060,2,2.8e-05,1,,,-9.7e-05,-0.000115,-7.9e-05,1
1,273062,1,0.0,0,,,0.000528,0.000849,0.000207,0
1,273064,2,0.0,0,,,0.000874,0.001416,0.000331,0
1,273066,1,0.0,0,,,0.00013,0.000151,0.000108,0
1,273068,2,0.0,0,,,4.1e-05,6.2e-05,2.1e-05,0
1,273070,3,0.0,0,,,0.0,0.0,0.0,0
1,273072,3,0.0,0,,,1e-05,4e-06,1.7e-05,0
1,273074,2,0.0,0,,,0.000178,0.000313,4.3e-05,0
1,273076,2,0.0,0,,,-0.0,0.0,-0.0,0
1,273078,3,0.0,0,,,0.000598,0.000803,0.000393,0
1,273080,2,5e-06,0,,,-1.8e-05,-2.1e-05,-1.5e-05,0
1,273082,3,0.0,0,,,0.00023,0.000213,0.000246,0
1,273084,1,0.0,0,,,4.9e-05,5.6e-05,4.3e-05,0
1,273086,2,0.0,0,,,5.5e-05,5e-05,6.1e-05,0
1,273088,0,0.0,0,,,0.000465,0.000606,0.000324,1
1,273090,1,0.0,1,,,0.004955,0.006713,0.003196,1
1,273092,3,0.0,0,,,0.001646,0.002298,0.000994,0
1,273094,2,0.0,0,,,1.6e-05,4.8e-05,-1.5e-05,0
1,273096,2,0.0,0,,,9.3e-05,5.6e-05,0.00013,0
1,273098,0,0.0,0,,,0.001167,0.001598,0.000736,0
1,273100,0,0.0,0,,,0.002019,0.001718,0.002321,0
1,273102,1,5.4e-05,1,,,-0.000123,-0.000153,-9.3e-05,1
1,273104,1,0.0,1,,,0.000305,0.000234,0.000375,1
1,273106,3,0.0,0,,,4.2e-05,4.5e-05,3.9e-05,1
1,273108,1,4.7e-05,3,,,-0.000112,-0.00012,-0.000104,3
1,273110,1,1.6e-05,3,,,-4.9e-05,9e-06,-0.000108,3
1,273112,1,0.0,1,,,0.000168,0.000208,0.000127,1
1,273114,0,0.0,0,,,0.001149,0.001683,0.000615,0
1,273116,1,0.0,0,,,1e-05,1.9e-05,0.0,0
1,273118,0,0.0,0,,,0.000159,0.000231,8.8e-05,0
1,273120,0,0.0,0,,,0.001993,0.002696,0.00129,0
1,273122,2,0.0,0,,,0.001307,0.000688,0.001925,1
1,273124,0,0.0,0,,,0.0012,0.001234,0.001166,0
1,273126,1,0.0,0,,,5.5e-05,0.000129,-1.9e-05,0
1,273128,3,0.0,0,,,0.000134,0.000208,5.9e-05,0
1,273130,1,1.5e-05,1,,,-3.2e-05,-5.1e-05,-1.3e-05,1
1,273132,1,0.0,0,,,0.002215,0.002986,0.001445,0
1,273134,0,0.0,0,,,0.002914,0.004141,0.001687,0
1,273136,1,7.7e-05,2,,,-0.000182,-0.000199,-0.000166,2
1,273138,1,9e-06,0,,,-2.5e-05,-1.1e-05,-3.9e-05,0
1,273140,3,0.0,0,,,3.5e-05,1.5e-05,5.6e-05,0
1,273142,0,0.0,0,,,0.00365,0.003195,0.004104,0
1,273144,2,4.2e-05,1,,,-0.000152,-0.000141,-0.000163,1
1,273146,0,0.0,0,,,9.2e-05,0.000118,6.6e-05,0
1,273148,0,0.0,0,,,0.000147,0.000129,0.000165,0
1,273150,1,0.0,0,,,0.000117,4.1e-05,0.000194,0
1,273152,2,3e-06,0,,,-8e-06,-3.2e-05,1.7e-05,0
1,273154,0,0.0,0,,,0.000338,0.000458,0.000217,0
1,273156,2,0.0,0,,,0.000115,0.000141,8.9e-05,0
1,273158,3,0.0,0,,,2.8e-05,4.4e-05,1.1e-05,0
1,273160,3,0.000192,1,,,-0.000318,-0.000332,-0.000304,1
1,273162,0,0.0,0,,,0.000199,0.000189,0.000209,0
1,273164,3,0.0,0,,,0.000117,0.000117,0.000117,0
1,273166,3,1e-05,2,,,-2e-05,-7e-06,-3.4e-05,2
1,273168,3,0.0,0,,,0.00027,0.000298,0.000242,0
1,273170,1,-2e-06,0,,,-3e-06,3.6e-05,-4.2e-05,0
1,273172,2,0.00012,1,,,-0.000466,-0.000296,-0.000637,1
1,273174,0,0.0,0,,,0.002062,0.002755,0.001369,0
1,273176,3,0.0,0,,,0.000104,0.000168,4e-05,0
1,273178,3,0.0,0,,,0.000149,0.000149,0.00015,0
1,273180,2,0.0,0,,,0.000206,0.000206,0.000207,0
1,273182,1,1.9e-05,1,,,-5.1e-05,-2.5e-05,-7.6e-05,1
1,273184,3,0.0,0,,,0.000325,0.000203,0.000447,0
1,273186,2,0.0,0,,,2.9e-05,5.1e-05,7e-06,0
1,273188,2,0.0,0,,,0.001024,0.000565,0.001483,0
1,273190,2,1e-06,0,,,-4e-06,5e-06,-1.4e-05,0
1,273192,2,0.0,0,,,5.4e-05,4.2e-05,6.6e-05,0
1,273194,1,0.0,0,,,9e-06,1.1e-05,7e-06,0
1,273196,0,0.0,0,,,0.003759,0.004248,0.003271,0
1,273198,1,9.6e-05,1,,,-0.000216,-0.000288,-0.000144,1
1,273200,2,0.0,0,,,8.9e-05,9.2e-05,8.6e-05,0
1,273202,3,0.0,0,,,0.00017,0.000146,0.000194,0
1,273204,3,0.0,0,,,0.000367,0.000365,0.00037,0
1,273206,3,0.0,0,,,3e-06,0.0,6e-06,0
1,273208,3,0.000127,1,,,-0.00021,-0.000218,-0.000202,1
1,273210,0,0.0,0,,,0.00067,0.000792,0.000547,0
1,273212,1,0.0,0,,,0.001204,0.001778,0.000631,0
1,273214,3,0.0,0,,,0.001506,0.001224,0.001789,0
1,273216,1,0.000105,1,,,-0.000251,-0.000253,-0.00025,1
1,273218,1,3.2e-05,1,,,-7.3e-05,-9e-05,-5.7e-05,1
1,273220,1,4.7e-05,1,,,-0.000113,-0.000113,-0.000113,1
1,273222,3,0.0,0,,,3.8e-05,4.6e-05,2.9e-05,0
1,273224,0,0.0,0,,,0.003028,0.003819,0.002237,0
1,273226,2,0.0,0,,,5.1e-05,5.9e-05,4.3e-05,0
1,273228,0,0.0,0,,,0.00083,0.001122,0.000538,0
1,273230,3,0.0,0,,,0.00038,0.000265,0.000495,0
1,273232,1,0.0,0,,,0.000197,0.000198,0.000196,0
1,273234,0,0.0,0,,,0.003663,0.004145,0.003181,0
1,273236,0,0.0,0,,,0.000491,0.000655,0.000327,0
1,273238,1,0.0,0,,,0.0,nan,nan,0
1,273240,2,0.0,0,,,0.000224,0.000452,-4e-06,0
1,273242,2,0.0,0,,,0.000228,0.000351,0.000105,0
1,273244,1,3.3e-05,1,,,-8.2e-05,-7.3e-05,-9.1e-05,1
1,273246,1,0.0,1,,,0.001909,0.002025,0.001794,1
1,273248,2,8e-06,0,,,-2.7e-05,-3.7e-05,-1.7e-05,0
1,273250,2,0.0,0,,,0.000415,0.000477,0.000352,0
1,273252,1,0.0,0,,,0.000155,0.000141,0.000169,0
1,273254,2,0.0,0,,,0.002077,0.003202,0.000952,1
1,273256,2,0.0,0,,,0.000312,0.000281,0.000342,0
1,273258,3,0.0,0,,,0.00087,0.001152,0.000589,0
1,273260,1,0.0,0,,,0.000318,0.000278,0.000359,0
1,273262,1,5e-05,2,,,-0.000132,-7.6e-05,-0.000187,2
1,273264,1,4.8e-05,3,,,-0.000114,-0.000123,-0.000104,3
1,273266,2,9e-06,0,,,-3.6e-05,-1.9e-05,-5.3e-05,2
1,273268,1,8e-06,0,,,-1.9e-05,-1.9e-05,-1.8e-05,0
1,273270,2,0.0,0,,,0.001288,0.001742,0.000834,0
1,273272,1,0.0,0,,,1.9e-05,6.6e-05,-2.9e-05,1
1,273274,2,7e-06,1,,,-2.3e-05,-4.1e-05,-5e-06,1
1,273276,2,0.0,0,,,0.000244,0.000254,0.000234,1
1,273278,3,6.1e-05,1,,,-0.00013,1.1e-05,-0.000271,1
1,273280,1,0.0,0,,,0.001071,0.001266,0.000875,0
1,273282,1,0.0,0,,,0.004337,0.006041,0.002634,0
1,273284,3,0.000146,2,,,-0.000253,-0.000204,-0.000303,2
1,273286,3,0.0,1,,,1.7e-05,-7e-06,4.1e-05,1
1,273288,3,0.0,0,,,0.001249,0.000395,0.002102,0
1,273290,2,1.4e-05,1,,,-5.4e-05,-3.3e-05,-7.6e-05,1
1,273292,2,3e-06,1,,,-5e-06,-4e-05,3e-05,1
1,273294,2,0.0,1,,,0.000209,0.000199,0.000219,1
1,273296,0,0.0,0,,,0.002167,0.001677,0.002658,1
1,273298,2,0.0,1,,,0.000236,0.000117,0.000355,1
1,273300,0,0.0,0,,,0.002183,0.002624,0.001741,0
1,273302,0,0.0,0,,,0.003752,0.005004,0.002501,0
1,273304,1,2e-06,0,,,-6e-06,-3e-06,-9e-06,0
1,273306,2,0.0,0,,,0.001021,0.001401,0.000641,0
1,273308,2,0.0,0,,,1.1e-05,8e-06,1.5e-05,0
1,273310,3,0.0,0,,,5.8e-05,6.8e-05,4.9e-05,0
1,273312,3,4.2e-05,1,,,-6.6e-05,-8.5e-05,-4.7e-05,1
1,273314,2,1.2e-05,1,,,-4.7e-05,-3.3e-05,-6.1e-05,1
1,273316,0,0.0,0,,,0.000838,0.001147,0.000529,0
1,273318,2,1e-06,0,,,-6e-06,4e-06,-1.6e-05,0
1,273320,0,0.0,0,,,0.004533,0.004273,0.004792,0
1,273322,0,0.0,0,,,0.001292,0.001709,0.000876,0
1,273324,0,0.0,0,,,0.00214,0.002242,0.002038,0
1,273326,1,0.0,0,,,0.000153,0.000149,0.000157,0
1,273328,1,7e-06,0,,,-2.6e-05,2.6e-05,-7.9e-05,0
1,273330,1,0.0,0,,,0.000256,0.0001,0.000412,0
1,273332,0,0.0,0,,,0.001237,0.001175,0.001298,0
1,273334,3,0.0,0,,,3e-05,4e-05,2e-05,0
1,273336,1,4.2e-05,1,,,-0.000102,-9.8e-05,-0.000107,1
1,273338,1,0.0,1,,,0.000404,0.000316,0.000492,1
1,273340,1,7e-06,0,,,-2.2e-05,0.0,-4.4e-05,0
1,273342,3,7.9e-05,1,,,-0.000161,-1.1e-05,-0.000311,1
1,273344,2,3e-06,0,,,-1.1e-05,-6e-06,-1.7e-05,0
1,273346,0,0.0,0,,,0.000192,0.000195,0.00019,0
1,273348,3,0.0,0,,,5.6e-05,-1.1e-05,0.000123,0
1,273350,3,0.0,0,,,4.1e-05,3.2e-05,5e-05,0
1,273352,1,-0.0,0,,,-1.1e-05,4.2e-05,-6.4e-05,0
1,273354,1,0.0,0,,,1.9e-05,1.4e-05,2.4e-05,0
1,273356,1,7e-06,0,,,-1.8e-05,-1.2e-05,-2.4e-05,0
1,273358,3,0.0,0,,,7.8e-05,8.5e-05,7.2e-05,0
1,273360,2,3.4e-05,1,,,-0.000127,-0.000107,-0.000148,1
1,273362,0,0.0,0,,,0.000815,0.001081,0.00055,0
1,273364,3,0.0,0,,,0.000285,0.000294,0.000277,0
1,273366,3,0.0,0,,,0.000596,0.00075,0.000441,0
1,273368,0,0.0,0,,,0.000993,0.00131,0.000677,0
1,273370,3,1e-06,0,,,-2e-06,2e-06,-7e-06,0
1,273372,1,0.0,0,,,4.5e-05,5.2e-05,3.8e-05,0
1,273374,0,0.0,0,,,0.000831,0.000937,0.000725,0
1,273376,1,0.0,0,,,9.6e-05,9.5e-05,9.7e-05,0
1,273378,0,0.0,0,,,0.007966,0.007384,0.008548,0
1,273380,2,0.0,0,,,0.000142,0.000114,0.000169,0
1,273382,2,2e-05,1,,,-7.7e-05,-4.9e-05,-0.000104,1
1,273384,3,0.0,0,,,0.000352,0.000358,0.000346,0
1,273386,1,0.0,0,,,2.5e-05,2e-05,3e-05,0
1,273388,1,4.2e-05,1,,,-9.2e-05,-0.000134,-5e-05,1
1,273390,3,0.0,0,,,1.8e-05,1.4e-05,2.3e-05,0
1,273392,2,0.0,0,,,0.000359,0.0003,0.000418,0
1,273394,2,1e-06,0,,,-7e-06,6e-06,-2.1e-05,0
1,273396,0,0.0,0,,,1e-06,0.0,1e-06,0
1,273398,1,0.0,0,,,6.7e-05,-2.4e-05,0.000158,0
1,273400,2,3e-06,0,,,-5e-06,-2.8e-05,1.8e-05,0
1,273402,0,0.0,0,,,0.003227,0.004132,0.002321,0
1,273404,0,0.0,0,,,0.001123,0.001475,0.00077,0
1,273406,2,1.1e-05,1,,,-6.5e-05,6e-05,-0.00019,1
1,273408,2,7e-05,2,,,-0.00023,-0.000345,-0.000115,2
1,273410,2,1.4e-05,2,,,-5.1e-05,-5e-05,-5.2e-05,2
1,273412,2,0.0,0,,,1.2e-05,4e-06,2e-05,0
1,273414,3,3.3e-05,2,,,-4.7e-05,-8.7e-05,-6e-06,2
1,273416,3,0.0,2,,,0.00011,9.1e-05,0.000129,2
1,273418,3,0.0,0,,,1.7e-05,0.0,3.5e-05,0
1,273420,3,0.0,0,,,8.7e-05,4.2e-05,0.000133,0
1,273422,0,0.0,0,,,0.000258,0.000272,0.000245,0
1,273424,0,0.0,0,,,0.001787,0.002554,0.00102,0
1,273426,3,2.2e-05,1,,,-4.1e-05,-2.3e-05,-5.8e-05,1
1,273428,0,0.0,0,,,0.000927,0.001147,0.000708,0
1,273430,1,0.0,0,,,0.000428,0.000561,0.000294,0
1,273432,2,0.0,0,,,0.000123,0.000142,0.000104,0
1,273434,0,0.0,0,,,0.001422,0.001921,0.000923,0
1,273436,0,0.0,0,,,0.000942,0.00124,0.000645,0
1,273438,1,1.4e-05,1,,,-3.4e-05,-2.8e-05,-4.1e-05,1
1,273440,2,0.0,0,,,0.000118,0.000178,5.8e-05,0
1,273442,1,3.4e-05,1,,,-6.9e-05,-0.000126,-1.2e-05,1
1,273444,1,0.0,0,,,0.0,2e-06,-1e-06,0
1,273446,0,0.0,0,,,0.001389,0.001933,0.000846,0
1,273448,0,0.0,0,,,0.000421,0.000544,0.000299,0
1,273450,2,2e-05,2,,,-7.9e-05,-4.5e-05,-0.000114,2
1,273452,2,0.0,0,,,0.000102,0.000121,8.3e-05,0
1,273454,3,2.4e-05,1,,,-4.3e-05,-3e-05,-5.6e-05,1
1,273456,0,0.0,0,,,0.001821,0.002385,0.001256,0
1,273458,2,0.0,0,,,0.000121,0.000118,0.000125,0
1,273460,3,0.0,0,,,4e-06,2e-06,6e-06,0
1,273462,2,4.6e-05,1,,,-0.000149,-0.000235,-6.2e-05,1
1,273464,2,0.0,0,,,0.000238,0.000269,0.000208,0
1,273466,2,0.0,0,,,0.002076,0.002656,0.001495,0
1,273468,3,7.9e-05,1,,,-0.000149,-6.3e-05,-0.000234,1
1,273470,3,8.8e-05,3,,,-0.000139,-0.000178,-9.9e-05,3
1,273472,3,0.0,2,,,2.8e-05,4.4e-05,1.2e-05,2
1,273474,3,0.0,0,,,7e-05,3e-06,0.000136,0
1,273476,1,0.0,0,,,0.000299,0.000448,0.00015,0
1,273478,3,0.0,0,,,0.000696,0.000766,0.000627,0
1,273480,2,0.0,0,,,1.3e-05,2.8e-05,-3e-06,0
1,273482,2,0.0,0,,,5e-06,5.2e-05,-4.1e-05,0
1,273484,2,-0.0,0,,,-5e-06,2.5e-05,-3.5e-05,0
1,273486,3,1e-05,1,,,-1.9e-05,-3e-06,-3.5e-05,1
1,273488,3,0.0,0,,,8.1e-05,0.000102,6e-05,0
1,273490,3,0.0,0,,,0.00037,0.000626,0.000113,0
1,273492,0,0.0,0,,,0.000144,0.000147,0.000141,0
1,273494,3,0.0,0,,,1.1e-05,1.3e-05,9e-06,0
1,273496,0,0.0,0,,,0.00245,0.002753,0.002146,0
1,273498,1,0.0,0,,,0.000849,0.000845,0.000853,0
1,273500,1,0.0,0,,,2.2e-05,8e-05,-3.6e-05,0
1,273502,0,0.0,0,,,0.002141,0.002419,0.001864,0
1,273504,3,0.0,0,,,4.5e-05,8.5e-05,5e-06,0
1,273506,1,0.0,0,,,0.000575,0.000786,0.000365,0
1,273508,3,0.0,0,,,0.0001,0.000129,7.2e-05,0
1,273510,3,0.0,0,,,5.6e-05,8.3e-05,2.9e-05,0
1,273512,1,2.7e-05,1,,,-5.5e-05,-0.00011,0.0,1
1,273514,2,3.8e-05,1,,,-0.000139,-0.000127,-0.00015,1
1,273516,3,0.0,0,,,0.000164,0.000154,0.000174,0
1,273518,2,0.0,0,,,0.00047,0.000637,0.000302,0
1,273520,0,0.0,0,,,0.000735,0.001004,0.000466,1
1,273522,2,0.0,0,,,0.001306,0.002024,0.000588,0
1,273524,1,0.0,0,,,0.001142,0.000898,0.001386,0
1,273526,3,0.0,0,,,0.000347,0.000432,0.000262,0
1,273528,1,0.0,0,,,0.000142,0.000109,0.000174,0
1,273530,1,0.0,0,,,0.001938,0.00171,0.002166,0
1,273532,0,0.0,0,,,0.000781,0.001084,0.000477,0
1,273534,2,0.0,0,,,0.000488,0.000372,0.000604,0
1,273536,1,7e-06,0,,,-1.5e-05,-2e-05,-1e-05,0
1,273538,1,1.1e-05,1,,,-2.8e-05,-2.2e-05,-3.3e-05,1
1,273540,0,0.0,0,,,0.001582,0.00203,0.001135,0
1,273542,0,0.0,0,,,0.001934,0.002604,0.001263,0
1,273544,3,4.6e-05,1,,,-8.9e-05,-2.6e-05,-0.000153,1
1,273546,2,0.0,0,,,3.3e-05,3.5e-05,3e-05,0
1,273548,3,0.0,0,,,3.1e-05,6e-06,5.7e-05,0
1,273550,2,1.1e-05,1,,,-3.9e-05,-3.7e-05,-4.1e-05,1
1,273552,1,1.1e-05,1,,,-2.4e-05,-3.3e-05,-1.5e-05,1
1,273554,3,0.0,0,,,0.003699,0.005271,0.002128,0
1,273556,1,0.0,0,,,0.001008,0.000512,0.001505,0
1,273558,1,-1e-06,0,,,-7e-06,3.5e-05,-4.9e-05,0
1,273560,0,0.0,0,,,0.000258,0.000376,0.000139,0
1,273562,3,1.2e-05,1,,,-1.9e-05,-2.4e-05,-1.4e-05,1
1,273564,3,0.0,1,,,0.00021,0.000142,0.000279,1
1,273566,3,8e-06,1,,,-1.4e-05,-1.4e-05,-1.3e-05,1
1,273568,3,1.1e-05,1,,,-2e-05,-9e-06,-3.1e-05,1
1,273570,3,0.0,0,,,3.6e-05,4.7e-05,2.4e-05,0
1,273572,1,0.0,0,,,0.0,nan,nan,0
1,273574,0,0.0,0,,,0.001789,0.002403,0.001176,0
1,273576,0,0.0,0,,,0.004721,0.006459,0.002983,0
1,273578,3,0.0,0,,,0.001264,0.001118,0.00141,0
1,273580,2,8e-06,0,,,-3.3e-05,-1e-05,-5.7e-05,0
1,273582,3,0.0,0,,,0.000219,0.000205,0.000232,0
1,273584,1,0.0,0,,,2.3e-05,4e-05,5e-06,0
1,273586,1,0.0,0,,,0.000171,6.4e-05,0.000278,0
1,273588,2,0.0,0,,,0.000324,0.000264,0.000384,0
1,273590,3,8.1e-05,1,,,-0.000139,-0.00012,-0.000157,1
1,273592,0,0.0,0,,,0.003361,0.004588,0.002134,2
1,273594,3,0.0,2,,,1.7e-05,1.4e-05,1.9e-05,2
1,273596,3,0.0,0,,,0.001427,0.00098,0.001873,0
1,273598,3,0.0,0,,,4.9e-05,7.9e-05,1.9e-05,0
1,273600,3,5e-05,1,,,-9.4e-05,-3.6e-05,-0.000153,1
1,273602,0,0.0,0,,,0.001225,0.001388,0.001062,0
1,273604,3,0.0,0,,,0.00036,0.000467,0.000253,0
1,273606,1,5e-06,0,,,-1.2e-05,-9e-06,-1.5e-05,0
1,273608,3,0.0,0,,,0.0033,0.002672,0.003928,0
1,273610,1,6.3e-05,1,,,-0.000182,-3e-05,-0.000335,1
1,273612,0,0.0,0,,,0.001851,0.002444,0.001259,1
1,273614,1,0.0,0,,,6.2e-05,7.1e-05,5.3e-05,0
1,273616,0,0.0,0,,,0.000841,0.000731,0.00095,0
1,273618,1,4.5e-05,2,,,-0.000156,8.2e-05,-0.000393,2
1,273620,1,2.7e-05,2,,,-7.5e-05,-2.9e-05,-0.000121,2
1,273622,1,3.7e-05,2,,,-9.9e-05,-4.3e-05,-0.000155,2
